StudentId,EnrollmentYear,Education,Major
1746,2018,Undergraduate,Marketing
1747,2018,Undergraduate,Marketing
1748,2018,Undergraduate,Marketing
2262,2019,Undergraduate,Business Administration
2274,2019,Undergraduate,Business Administration
2475,2019,Undergraduate,Business Administration
2577,2019,Undergraduate,Business Administration
2792,2019,Undergraduate,Environmental Sciences
2806,2019,Undergraduate,Physics
2807,2019,Undergraduate,Environmental Sciences
2811,2019,Undergraduate,Physical Geography
2975,2019,Undergraduate,Finance
3125,2019,Undergraduate,Business Administration
3127,2019,Undergraduate,Business Administration
3128,2019,Undergraduate,Business Administration
3131,2019,Undergraduate,Business Administration
3132,2019,Undergraduate,Business Administration
3133,2019,Undergraduate,Business Administration
3137,2019,Undergraduate,Business Administration
3138,2019,Undergraduate,Business Administration
3139,2019,Undergraduate,Business Administration
3140,2019,Undergraduate,Business Administration
3142,2019,Undergraduate,Business Administration
3143,2019,Undergraduate,Business Administration
3145,2019,Undergraduate,Business Administration
3147,2019,Undergraduate,Business Administration
3149,2019,Undergraduate,Business Administration
3150,2019,Undergraduate,Business Administration
3151,2019,Undergraduate,Business Administration
3154,2019,Undergraduate,Business Administration
3159,2019,Undergraduate,Business Administration
3160,2019,Undergraduate,Business Administration
3161,2019,Undergraduate,Business Administration
3163,2019,Undergraduate,Business Administration
3165,2019,Undergraduate,Business Administration
3166,2019,Undergraduate,Business Administration
3167,2019,Undergraduate,Business Administration
3169,2019,Undergraduate,Business Administration
3172,2019,Undergraduate,Business Administration
3174,2019,Undergraduate,Business Administration
3175,2019,Undergraduate,Business Administration
3179,2019,Undergraduate,Business Administration
3182,2019,Undergraduate,Business Administration
3184,2019,Undergraduate,Business Administration
3187,2019,Undergraduate,Business Administration
3190,2019,Undergraduate,Business Administration
3191,2019,Undergraduate,Business Administration
3197,2019,Undergraduate,Business Administration
3202,2019,Undergraduate,Business Administration
3205,2019,Undergraduate,Business Administration
3207,2019,Undergraduate,Business Administration
3209,2019,Undergraduate,Business Administration
3210,2019,Undergraduate,Business Administration
3217,2019,Undergraduate,Business Administration
3219,2019,Undergraduate,Business Administration
3222,2019,Undergraduate,Business Administration
3224,2019,Undergraduate,Business Administration
3226,2019,Undergraduate,Business Administration
3227,2019,Undergraduate,Business Administration
3228,2019,Undergraduate,Business Administration
3231,2019,Undergraduate,Business Administration
3233,2019,Undergraduate,Business Administration
2985,2019,Undergraduate,International Economics and Trade
2986,2019,Undergraduate,Finance
2988,2019,Undergraduate,Finance
2989,2019,Undergraduate,International Economics and Trade
2991,2019,Undergraduate,International Economics and Trade
2992,2019,Undergraduate,Business Administration
2993,2019,Undergraduate,Finance
2994,2019,Undergraduate,Public Finance
2997,2019,Undergraduate,Finance
2998,2019,Undergraduate,Finance
2999,2019,Undergraduate,Finance
3000,2019,Undergraduate,Finance
3001,2019,Undergraduate,Finance
3002,2019,Undergraduate,Finance
3003,2019,Undergraduate,Public Finance
3004,2019,Undergraduate,Risk Management and Insurance
3005,2019,Undergraduate,Finance
3007,2019,Undergraduate,International Economics and Trade
3008,2019,Undergraduate,Finance
3009,2019,Undergraduate,Finance
3010,2019,Undergraduate,Risk Management and Insurance
3011,2019,Undergraduate,Public Finance
3012,2019,Undergraduate,Risk Management and Insurance
3015,2019,Undergraduate,Risk Management and Insurance
3021,2019,Undergraduate,International Economics and Trade
3023,2019,Undergraduate,Economics
3024,2019,Undergraduate,Public Finance
3025,2019,Undergraduate,Economics
3026,2019,Undergraduate,Finance
3027,2019,Undergraduate,Risk Management and Insurance
3030,2019,Undergraduate,Finance
3032,2019,Undergraduate,International Economics and Trade
3033,2019,Undergraduate,Finance
3034,2019,Undergraduate,Finance
3035,2019,Undergraduate,Risk Management and Insurance
3036,2019,Undergraduate,International Economics and Trade
3037,2019,Undergraduate,International Economics and Trade
3040,2019,Undergraduate,Finance
3044,2019,Undergraduate,Public Finance
3045,2019,Undergraduate,Finance
3046,2019,Undergraduate,Finance
3050,2019,Undergraduate,Finance
3051,2019,Undergraduate,Business Administration
3053,2019,Undergraduate,International Economics and Trade
3054,2019,Undergraduate,Resource and Environmental Economics
3057,2019,Undergraduate,International Economics and Trade
3058,2019,Undergraduate,Finance
3061,2019,Undergraduate,International Economics and Trade
3063,2019,Undergraduate,Economics
3064,2019,Undergraduate,Public Finance
3065,2019,Undergraduate,Public Finance
3066,2019,Undergraduate,Finance
3067,2019,Undergraduate,Public Finance
3068,2019,Undergraduate,Business Administration
3070,2019,Undergraduate,Public Finance
3072,2019,Undergraduate,International Economics and Trade
3074,2019,Undergraduate,International Economics and Trade
3076,2019,Undergraduate,Resource and Environmental Economics
3077,2019,Undergraduate,Finance
3079,2019,Undergraduate,International Economics and Trade
3083,2019,Undergraduate,Risk Management and Insurance
3084,2019,Undergraduate,Finance
3087,2019,Undergraduate,International Economics and Trade
3088,2019,Undergraduate,Finance
3089,2019,Undergraduate,Economics
3091,2019,Undergraduate,Economics
3092,2019,Undergraduate,Risk Management and Insurance
3093,2019,Undergraduate,Finance
3094,2019,Undergraduate,Finance
3095,2019,Undergraduate,International Economics and Trade
3099,2019,Undergraduate,Risk Management and Insurance
3100,2019,Undergraduate,Public Finance
3102,2019,Undergraduate,International Economics and Trade
3104,2019,Undergraduate,International Economics and Trade
3106,2019,Undergraduate,International Economics and Trade
3107,2019,Undergraduate,Economics
3108,2019,Undergraduate,Finance
3109,2019,Undergraduate,Economics
3112,2019,Undergraduate,Risk Management and Insurance
3113,2019,Undergraduate,Risk Management and Insurance
3115,2019,Undergraduate,Public Finance
3119,2019,Undergraduate,Finance
3121,2019,Undergraduate,International Economics and Trade
3122,2019,Undergraduate,International Economics and Trade
3123,2019,Undergraduate,Resource and Environmental Economics
3124,2019,Undergraduate,International Economics and Trade
3501,2019,Undergraduate,Economics (National Development)
3550,2019,Undergraduate,Yuanpei Program
3554,2019,Undergraduate,Law
3567,2019,Undergraduate,"Philosophy, Politics and Economics"
3577,2019,Undergraduate,Yuanpei Program
3579,2019,Undergraduate,Yuanpei Program
3584,2019,Undergraduate,Yuanpei Program
3604,2019,Undergraduate,Risk Management and Insurance
3611,2019,Undergraduate,Economics
3625,2019,Undergraduate,Finance
3629,2019,Undergraduate,International Economics and Trade
3646,2019,Undergraduate,Public Finance
3657,2019,Undergraduate,Yuanpei Program
3815,2019,Undergraduate,Finance
3816,2019,Undergraduate,Finance
3817,2019,Undergraduate,Economics
3818,2019,Undergraduate,International Economics and Trade
3819,2019,Undergraduate,Finance
3821,2019,Undergraduate,Economics
3822,2019,Undergraduate,Finance
3827,2019,Undergraduate,International Economics and Trade
3828,2019,Undergraduate,Finance
30,2015,Undergraduate,Risk Management and Insurance
60,2015,Undergraduate,International Economics and Trade
155,2016,Undergraduate,Environmental Engineering
206,2016,Undergraduate,Finance
232,2016,Undergraduate,Information Management and Information Systems
257,2016,Undergraduate,Public Administration
260,2016,Undergraduate,Public Administration
262,2016,Undergraduate,Public Administration
361,2016,Undergraduate,International Economics and Trade
373,2016,Undergraduate,Materials Science and Engineering
413,2017,Undergraduate,Materials Science and Engineering
625,2017,Undergraduate,Finance
628,2017,Undergraduate,Public Finance
629,2017,Undergraduate,International Economics and Trade
633,2017,Undergraduate,Finance
706,2017,Undergraduate,Economics
799,2017,Undergraduate,International Economics and Trade
800,2017,Undergraduate,International Economics and Trade
1179,2018,Undergraduate,Environmental Sciences
1451,2018,Undergraduate,International Economics and Trade
1454,2018,Undergraduate,International Economics and Trade
1455,2018,Undergraduate,International Economics and Trade
1457,2018,Undergraduate,Finance
1459,2018,Undergraduate,Risk Management and Insurance
1508,2018,Undergraduate,Public Finance
1581,2018,Undergraduate,Public Finance
1735,2018,Undergraduate,International Economics and Trade
1737,2018,Undergraduate,Finance
1738,2018,Undergraduate,Finance
1739,2018,Undergraduate,International Economics and Trade
1740,2018,Undergraduate,International Economics and Trade
1754,2018,Undergraduate,Big Data Management and Application
1974,2019,Undergraduate,Human Geography and Urban-Rural Planning
1977,2019,Undergraduate,Biomedical Engineering
2013,2019,Undergraduate,Energy and environmental systems engineering
2797,2019,Undergraduate,Business Administration
2816,2019,Undergraduate,Urban and Rural Planning
2832,2019,Undergraduate,Business Administration
2833,2019,Undergraduate,Urban and Rural Planning
2864,2019,Undergraduate,Economics
2874,2019,Undergraduate,Risk Management and Insurance
2888,2019,Undergraduate,Psychology
2968,2019,Undergraduate,Economics (National Development)
2972,2019,Undergraduate,Finance
2974,2019,Undergraduate,Finance
2976,2019,Undergraduate,Finance
2981,2019,Undergraduate,Finance
2982,2019,Undergraduate,Finance
2987,2019,Undergraduate,Risk Management and Insurance
2990,2019,Undergraduate,Public Finance
2995,2019,Undergraduate,Economics
2996,2019,Undergraduate,Finance
3006,2019,Undergraduate,Finance
3013,2019,Undergraduate,Finance
3014,2019,Undergraduate,Finance
3016,2019,Undergraduate,Finance
3017,2019,Undergraduate,Public Finance
3018,2019,Undergraduate,Economics
3020,2019,Undergraduate,International Economics and Trade
3022,2019,Undergraduate,Public Finance
3028,2019,Undergraduate,Public Finance
3029,2019,Undergraduate,Risk Management and Insurance
3031,2019,Undergraduate,Risk Management and Insurance
3038,2019,Undergraduate,Finance
3039,2019,Undergraduate,Public Finance
3041,2019,Undergraduate,Public Finance
3042,2019,Undergraduate,Public Finance
3043,2019,Undergraduate,Finance
3047,2019,Undergraduate,Economics (National Development)
3048,2019,Undergraduate,Risk Management and Insurance
3049,2019,Undergraduate,Finance
3052,2019,Undergraduate,Finance
3055,2019,Undergraduate,Finance
3056,2019,Undergraduate,International Economics and Trade
3059,2019,Undergraduate,Finance
3060,2019,Undergraduate,Risk Management and Insurance
3062,2019,Undergraduate,Economics (National Development)
3069,2019,Undergraduate,Public Finance
3071,2019,Undergraduate,Risk Management and Insurance
3073,2019,Undergraduate,Finance
3075,2019,Undergraduate,Public Finance
3078,2019,Undergraduate,Public Finance
3080,2019,Undergraduate,Public Finance
3081,2019,Undergraduate,Economics
3082,2019,Undergraduate,Economics (National Development)
3085,2019,Undergraduate,Resource and Environmental Economics
3086,2019,Undergraduate,Finance
3090,2019,Undergraduate,Risk Management and Insurance
3097,2019,Undergraduate,Public Finance
3098,2019,Undergraduate,International Economics and Trade
3101,2019,Undergraduate,Public Finance
3103,2019,Undergraduate,Risk Management and Insurance
3105,2019,Undergraduate,International Economics and Trade
3110,2019,Undergraduate,Public Finance
3111,2019,Undergraduate,International Economics and Trade
3114,2019,Undergraduate,International Economics and Trade
3116,2019,Undergraduate,Public Finance
3117,2019,Undergraduate,Resource and Environmental Economics
3118,2019,Undergraduate,Finance
3120,2019,Undergraduate,International Economics and Trade
3473,2019,Undergraduate,Information Management and Information Systems
3507,2019,Undergraduate,Business Administration
3531,2019,Undergraduate,Economics
3540,2019,Undergraduate,International Economics and Trade
3565,2019,Undergraduate,Yuanpei Program
3635,2019,Undergraduate,Data Science and Big Data Technology
3702,2019,Undergraduate,Economics
3814,2019,Undergraduate,Finance
3820,2019,Undergraduate,International Economics and Trade
3823,2019,Undergraduate,International Economics and Trade
3824,2019,Undergraduate,International Economics and Trade
3825,2019,Undergraduate,Finance
3826,2019,Undergraduate,International Economics and Trade
3829,2019,Undergraduate,Finance
3830,2019,Undergraduate,Finance
3831,2019,Undergraduate,International Economics and Trade
3896,2019,Undergraduate,Materials Science and Engineering
4529,2019,Undergraduate,
4534,2019,Undergraduate,
4536,2019,Undergraduate,
4538,2019,Undergraduate,
55,2015,Undergraduate,Aerospace Engineering (Aeronautics science and technology)
109,2016,Undergraduate,Chemistry
344,2016,Undergraduate,Korean Language and Literature
438,2017,Undergraduate,Chemistry
455,2017,Undergraduate,Chemical Biology
463,2017,Undergraduate,Biological Science
515,2017,Undergraduate,Environmental Sciences
780,2017,Undergraduate,Aerospace Engineering (Aeronautics science and technology)
1005,2018,Undergraduate,Chemistry
1024,2018,Undergraduate,Chemistry
1031,2018,Undergraduate,Chemistry
1071,2018,Undergraduate,Chemical Biology
1077,2018,Undergraduate,Chemical Biology
1212,2018,Undergraduate,Advertising
1520,2018,Undergraduate,Information Management and Information Systems
1542,2018,Undergraduate,Public Administration
1545,2018,Undergraduate,Public Administration
1549,2018,Undergraduate,Public Administration
1693,2018,Undergraduate,Aerospace Engineering (Aeronautics science and technology)
2052,2019,Undergraduate,Chemistry
2256,2019,Undergraduate,Chemistry
2257,2019,Undergraduate,Chemistry
2258,2019,Undergraduate,Chemistry
2260,2019,Undergraduate,Chemistry
2261,2019,Undergraduate,Chemistry
2263,2019,Undergraduate,Chemistry
2264,2019,Undergraduate,Chemistry
2265,2019,Undergraduate,Chemistry
2266,2019,Undergraduate,Chemistry
2267,2019,Undergraduate,Chemistry
2268,2019,Undergraduate,Chemistry
2269,2019,Undergraduate,Chemistry
2270,2019,Undergraduate,Chemistry
2271,2019,Undergraduate,Chemistry
2272,2019,Undergraduate,Chemistry
2273,2019,Undergraduate,Chemistry
2275,2019,Undergraduate,Chemistry
2276,2019,Undergraduate,Chemistry
2277,2019,Undergraduate,Chemistry
2278,2019,Undergraduate,Chemistry
2279,2019,Undergraduate,Chemistry
2280,2019,Undergraduate,Chemistry
2283,2019,Undergraduate,Chemistry
2284,2019,Undergraduate,Chemistry
2285,2019,Undergraduate,Chemistry
2286,2019,Undergraduate,Chemistry
2287,2019,Undergraduate,Chemistry
2288,2019,Undergraduate,Chemistry
2290,2019,Undergraduate,Chemistry
2291,2019,Undergraduate,Chemistry
2293,2019,Undergraduate,Chemistry
2294,2019,Undergraduate,Chemistry
2296,2019,Undergraduate,Chemistry
2297,2019,Undergraduate,Chemistry
2298,2019,Undergraduate,Chemistry
2299,2019,Undergraduate,Chemistry
2300,2019,Undergraduate,Chemistry
2301,2019,Undergraduate,Chemistry
2303,2019,Undergraduate,Chemistry
2304,2019,Undergraduate,Chemistry
2305,2019,Undergraduate,Chemistry
2306,2019,Undergraduate,Economics (National Development)
2307,2019,Undergraduate,Chemistry
2308,2019,Undergraduate,Chemistry
2309,2019,Undergraduate,Chemistry
2310,2019,Undergraduate,Chemistry
2311,2019,Undergraduate,Chemistry
2312,2019,Undergraduate,Chemistry
2313,2019,Undergraduate,Chemistry
2314,2019,Undergraduate,Chemistry
2315,2019,Undergraduate,Chemistry
2316,2019,Undergraduate,Chemistry
2317,2019,Undergraduate,Chemistry
2318,2019,Undergraduate,Chemistry
2319,2019,Undergraduate,Chemistry
2320,2019,Undergraduate,Chemistry
2321,2019,Undergraduate,Chemistry
2322,2019,Undergraduate,Computer Science and Technology
2323,2019,Undergraduate,Chemistry
2324,2019,Undergraduate,Chemistry
2326,2019,Undergraduate,Chemistry
2327,2019,Undergraduate,Chemistry
2328,2019,Undergraduate,Chemistry
2329,2019,Undergraduate,Chemistry
2330,2019,Undergraduate,Chemistry
2331,2019,Undergraduate,Chemistry
2332,2019,Undergraduate,Chemistry
2333,2019,Undergraduate,Chemistry
2334,2019,Undergraduate,Chemistry
2335,2019,Undergraduate,Chemistry
2336,2019,Undergraduate,Chemistry
2337,2019,Undergraduate,Chemistry
2338,2019,Undergraduate,Chemistry
2339,2019,Undergraduate,Chemistry
2340,2019,Undergraduate,Chemistry
2341,2019,Undergraduate,Chemistry
2342,2019,Undergraduate,Chemistry
2343,2019,Undergraduate,Chemistry
2346,2019,Undergraduate,Chemistry
2347,2019,Undergraduate,Chemistry
2348,2019,Undergraduate,Chemistry
2349,2019,Undergraduate,Chemistry
2350,2019,Undergraduate,Chemistry
2351,2019,Undergraduate,Chemistry
2353,2019,Undergraduate,Chemistry
2354,2019,Undergraduate,Chemistry
2355,2019,Undergraduate,Chemistry
2356,2019,Undergraduate,Chemistry
2357,2019,Undergraduate,Chemistry
2358,2019,Undergraduate,Economics
3235,2019,Undergraduate,Business Administration
3237,2019,Undergraduate,Business Administration
3245,2019,Undergraduate,Business Administration
3248,2019,Undergraduate,Business Administration
3249,2019,Undergraduate,Business Administration
3250,2019,Undergraduate,Business Administration
3251,2019,Undergraduate,Business Administration
3254,2019,Undergraduate,Business Administration
3258,2019,Undergraduate,Business Administration
3259,2019,Undergraduate,Business Administration
3261,2019,Undergraduate,Business Administration
3262,2019,Undergraduate,Business Administration
3265,2019,Undergraduate,Business Administration
3266,2019,Undergraduate,Business Administration
3269,2019,Undergraduate,Business Administration
3270,2019,Undergraduate,Business Administration
3272,2019,Undergraduate,Business Administration
3273,2019,Undergraduate,Business Administration
3276,2019,Undergraduate,Business Administration
3277,2019,Undergraduate,Business Administration
3280,2019,Undergraduate,Business Administration
3281,2019,Undergraduate,Business Administration
3283,2019,Undergraduate,Business Administration
3285,2019,Undergraduate,Business Administration
3293,2019,Undergraduate,Business Administration
3294,2019,Undergraduate,Business Administration
3300,2019,Undergraduate,Business Administration
3303,2019,Undergraduate,Business Administration
3306,2019,Undergraduate,Business Administration
3310,2019,Undergraduate,Business Administration
3313,2019,Undergraduate,Business Administration
3315,2019,Undergraduate,Business Administration
3551,2019,Undergraduate,Public Finance
3571,2019,Undergraduate,Risk Management and Insurance
3575,2019,Undergraduate,Yuanpei Program
3644,2019,Undergraduate,Yuanpei Program
3704,2019,Undergraduate,Business Administration
3832,2019,Undergraduate,Business Administration
3835,2019,Undergraduate,Business Administration
3836,2019,Undergraduate,Business Administration
3838,2019,Undergraduate,Business Administration
3839,2019,Undergraduate,Business Administration
3840,2019,Undergraduate,Business Administration
3841,2019,Undergraduate,Business Administration
3842,2019,Undergraduate,Business Administration
3845,2019,Undergraduate,Business Administration
3846,2019,Undergraduate,Business Administration
3847,2019,Undergraduate,Business Administration
3848,2019,Undergraduate,Business Administration
3850,2019,Undergraduate,Business Administration
49,2015,Undergraduate,Psychology
148,2016,Undergraduate,Human Geography and Urban-Rural Planning
185,2016,Undergraduate,Philosophy
203,2016,Undergraduate,International Economics and Trade
204,2016,Undergraduate,International Economics and Trade
239,2016,Undergraduate,Sociology
268,2016,Undergraduate,History
280,2016,Undergraduate,Resource and Environmental Economics
312,2016,Undergraduate,Russian Language and Literature
380,2016,Undergraduate,
430,2017,Undergraduate,Economics (National Development)
630,2017,Undergraduate,Public Finance
668,2017,Undergraduate,Finance
747,2017,Undergraduate,International Politics (International Political Economy)
825,2017,Undergraduate,Finance
1225,2018,Undergraduate,Journalism
1399,2018,Undergraduate,International Politics
1443,2018,Undergraduate,International Economics and Trade
1445,2018,Undergraduate,International Economics and Trade
1447,2018,Undergraduate,Economics
1460,2018,Undergraduate,Economics
1540,2018,Undergraduate,Economics (National Development)
1546,2018,Undergraduate,Economics
1572,2018,Undergraduate,Public Finance
1574,2018,Undergraduate,Risk Management and Insurance
1601,2018,Undergraduate,Economics
1654,2018,Undergraduate,Economics
1841,2019,Undergraduate,Finance
2973,2019,Undergraduate,Finance
2977,2019,Undergraduate,Finance
2978,2019,Undergraduate,Economics (National Development)
2979,2019,Undergraduate,Finance
2980,2019,Undergraduate,Finance
2983,2019,Undergraduate,Finance
2984,2019,Undergraduate,Finance
2501,2019,Undergraduate,Physics
2502,2019,Undergraduate,Chemistry
2503,2019,Undergraduate,Physics
2504,2019,Undergraduate,Space Science and Technology
2505,2019,Undergraduate,Geographical Information Science
2506,2019,Undergraduate,Physics
2507,2019,Undergraduate,Geographical Information Science
2508,2019,Undergraduate,Physics
2509,2019,Undergraduate,Geographical Information Science
2510,2019,Undergraduate,Space Science and Technology
2511,2019,Undergraduate,Geographical Information Science
2512,2019,Undergraduate,Geographical Information Science
2513,2019,Undergraduate,Physics
2515,2019,Undergraduate,Computer Science and Technology
2517,2019,Undergraduate,Risk Management and Insurance
2518,2019,Undergraduate,Physics
2523,2019,Undergraduate,Space Science and Technology
2524,2019,Undergraduate,Geographical Information Science
2525,2019,Undergraduate,Geophysics
2527,2019,Undergraduate,Geographical Information Science
2529,2019,Undergraduate,Space Science and Technology
2530,2019,Undergraduate,Geophysics
2531,2019,Undergraduate,Physics
2533,2019,Undergraduate,Geographical Information Science
2534,2019,Undergraduate,Space Science and Technology
2535,2019,Undergraduate,Space Science and Technology
2536,2019,Undergraduate,Geographical Information Science
2537,2019,Undergraduate,Intelligence Science and Technology
2539,2019,Undergraduate,Geographical Information Science
2541,2019,Undergraduate,Geographical Information Science
2544,2019,Undergraduate,Physics
2545,2019,Undergraduate,Physics
2546,2019,Undergraduate,Geographical Information Science
2547,2019,Undergraduate,Physics
2549,2019,Undergraduate,Geographical Information Science
2550,2019,Undergraduate,Geophysics
2551,2019,Undergraduate,Economics (National Development)
2552,2019,Undergraduate,Geographical Information Science
2554,2019,Undergraduate,Physics
2555,2019,Undergraduate,Physics
2556,2019,Undergraduate,Space Science and Technology
2557,2019,Undergraduate,Space Science and Technology
2558,2019,Undergraduate,Geographical Information Science
2559,2019,Undergraduate,International Politics
2560,2019,Undergraduate,Geology
2561,2019,Undergraduate,Geographical Information Science
2562,2019,Undergraduate,Space Science and Technology
2563,2019,Undergraduate,Physics
2564,2019,Undergraduate,Physics
2565,2019,Undergraduate,Economics (National Development)
2566,2019,Undergraduate,Geographical Information Science
2567,2019,Undergraduate,Robotics Engineering
2568,2019,Undergraduate,Geographical Information Science
2569,2019,Undergraduate,Geographical Information Science
2571,2019,Undergraduate,Geology
2572,2019,Undergraduate,Space Science and Technology
2574,2019,Undergraduate,Geographical Information Science
2576,2019,Undergraduate,Geochemistry
2578,2019,Undergraduate,Geology
2579,2019,Undergraduate,Geochemistry
2580,2019,Undergraduate,Geochemistry
2581,2019,Undergraduate,Geochemistry
2582,2019,Undergraduate,Geochemistry
2583,2019,Undergraduate,Geochemistry
2584,2019,Undergraduate,Geology
2586,2019,Undergraduate,Geochemistry
2587,2019,Undergraduate,Physics
2589,2019,Undergraduate,Physics
2590,2019,Undergraduate,Geology
2591,2019,Undergraduate,Electronic and Information Science and Technology
2592,2019,Undergraduate,Paleontology
2593,2019,Undergraduate,Geology
2594,2019,Undergraduate,Space Science and Technology
2595,2019,Undergraduate,Geology
2596,2019,Undergraduate,Geology
2802,2019,Undergraduate,Business Administration
2827,2019,Undergraduate,Business Administration
3479,2019,Undergraduate,Information Management and Information Systems
3481,2019,Undergraduate,Information Management and Information Systems
3665,2019,Undergraduate,Integrated Science
3685,2019,Undergraduate,Integrated Science
3771,2019,Undergraduate,Geographical Information Science
3879,2019,Undergraduate,Intelligence Science and Technology
2,2013,Undergraduate,Marketing
12,2014,Undergraduate,Finance
2007,2019,Undergraduate,Business Administration
2008,2019,Undergraduate,Economics (National Development)
2009,2019,Undergraduate,Robotics Engineering
2010,2019,Undergraduate,Energy and environmental systems engineering
2011,2019,Undergraduate,Biomedical Engineering
2012,2019,Undergraduate,Robotics Engineering
2014,2019,Undergraduate,Robotics Engineering
2015,2019,Undergraduate,Theoretical and Applied Mechanics
2016,2019,Undergraduate,Robotics Engineering
2017,2019,Undergraduate,Theoretical and Applied Mechanics
2018,2019,Undergraduate,Materials Science and Engineering
2019,2019,Undergraduate,Theoretical and Applied Mechanics
2020,2019,Undergraduate,Intelligence Science and Technology
2021,2019,Undergraduate,Robotics Engineering
2022,2019,Undergraduate,Robotics Engineering
2023,2019,Undergraduate,Robotics Engineering
2024,2019,Undergraduate,Engineering  Mechanics (Engineering Structure Analysis )
2025,2019,Undergraduate,Biomedical Engineering
2026,2019,Undergraduate,Robotics Engineering
2027,2019,Undergraduate,Robotics Engineering
2028,2019,Undergraduate,Aerospace Engineering
2029,2019,Undergraduate,Aerospace Engineering
2030,2019,Undergraduate,Robotics Engineering
2031,2019,Undergraduate,Materials Science and Engineering
2032,2019,Undergraduate,Biomedical Engineering
2033,2019,Undergraduate,Robotics Engineering
2034,2019,Undergraduate,Robotics Engineering
2035,2019,Undergraduate,Robotics Engineering
2037,2019,Undergraduate,Theoretical and Applied Mechanics
2038,2019,Undergraduate,Materials Science and Engineering
2039,2019,Undergraduate,Robotics Engineering
2040,2019,Undergraduate,Robotics Engineering
2041,2019,Undergraduate,Theoretical and Applied Mechanics
2042,2019,Undergraduate,Robotics Engineering
2043,2019,Undergraduate,Robotics Engineering
2044,2019,Undergraduate,IC Design and Integrated System
2046,2019,Undergraduate,Theoretical and Applied Mechanics
2047,2019,Undergraduate,Robotics Engineering
2048,2019,Undergraduate,Aerospace Engineering
2049,2019,Undergraduate,Robotics Engineering
2050,2019,Undergraduate,Robotics Engineering
2051,2019,Undergraduate,Robotics Engineering
2053,2019,Undergraduate,Materials Science and Engineering
2054,2019,Undergraduate,Robotics Engineering
2055,2019,Undergraduate,Robotics Engineering
2056,2019,Undergraduate,Biomedical Engineering
2057,2019,Undergraduate,Theoretical and Applied Mechanics
2058,2019,Undergraduate,Robotics Engineering
2060,2019,Undergraduate,Data Science and Big Data Technology
2061,2019,Undergraduate,Robotics Engineering
2062,2019,Undergraduate,Robotics Engineering
2063,2019,Undergraduate,Robotics Engineering
2064,2019,Undergraduate,Energy and environmental systems engineering
2065,2019,Undergraduate,Robotics Engineering
2066,2019,Undergraduate,Theoretical and Applied Mechanics
2067,2019,Undergraduate,Materials Science and Engineering
2068,2019,Undergraduate,Materials Science and Engineering
2069,2019,Undergraduate,Engineering  Mechanics (Engineering Structure Analysis )
2070,2019,Undergraduate,Business Administration
2071,2019,Undergraduate,Materials Science and Engineering
2072,2019,Undergraduate,Aerospace Engineering
2073,2019,Undergraduate,Data Science and Big Data Technology
2074,2019,Undergraduate,Theoretical and Applied Mechanics
2075,2019,Undergraduate,Robotics Engineering
2076,2019,Undergraduate,Energy and environmental systems engineering
2077,2019,Undergraduate,Materials Science and Engineering
2078,2019,Undergraduate,Materials Science and Engineering
3480,2019,Undergraduate,Robotics Engineering
3490,2019,Undergraduate,Robotics Engineering
3892,2019,Undergraduate,Engineering
3893,2019,Undergraduate,Materials Science and Engineering
3895,2019,Undergraduate,Materials Science and Engineering
45,2015,Undergraduate,Theoretical and Applied Mechanics
84,2016,Undergraduate,Theoretical and Applied Mechanics
85,2016,Undergraduate,Theoretical and Applied Mechanics
87,2016,Undergraduate,Engineering  Mechanics (Engineering Structure Analysis )
88,2016,Undergraduate,Engineering  Mechanics (Engineering Structure Analysis )
872,2018,Undergraduate,Engineering  Mechanics (Engineering Structure Analysis )
874,2018,Undergraduate,Engineering  Mechanics (Engineering Structure Analysis )
875,2018,Undergraduate,Theoretical and Applied Mechanics
876,2018,Undergraduate,Theoretical and Applied Mechanics
877,2018,Undergraduate,Theoretical and Applied Mechanics
879,2018,Undergraduate,Theoretical and Applied Mechanics
880,2018,Undergraduate,Theoretical and Applied Mechanics
881,2018,Undergraduate,Theoretical and Applied Mechanics
882,2018,Undergraduate,Theoretical and Applied Mechanics
883,2018,Undergraduate,Engineering  Mechanics (Engineering Structure Analysis )
884,2018,Undergraduate,Theoretical and Applied Mechanics
885,2018,Undergraduate,Theoretical and Applied Mechanics
886,2018,Undergraduate,Theoretical and Applied Mechanics
887,2018,Undergraduate,Theoretical and Applied Mechanics
888,2018,Undergraduate,Theoretical and Applied Mechanics
889,2018,Undergraduate,Theoretical and Applied Mechanics
890,2018,Undergraduate,Theoretical and Applied Mechanics
892,2018,Undergraduate,Theoretical and Applied Mechanics
893,2018,Undergraduate,Theoretical and Applied Mechanics
894,2018,Undergraduate,Theoretical and Applied Mechanics
896,2018,Undergraduate,Theoretical and Applied Mechanics
897,2018,Undergraduate,Theoretical and Applied Mechanics
899,2018,Undergraduate,Theoretical and Applied Mechanics
900,2018,Undergraduate,Aerospace Engineering
901,2018,Undergraduate,Theoretical and Applied Mechanics
902,2018,Undergraduate,Engineering  Mechanics (Engineering Structure Analysis )
903,2018,Undergraduate,Theoretical and Applied Mechanics
904,2018,Undergraduate,Theoretical and Applied Mechanics
905,2018,Undergraduate,Theoretical and Applied Mechanics
906,2018,Undergraduate,Theoretical and Applied Mechanics
907,2018,Undergraduate,Theoretical and Applied Mechanics
